benchmark_key,benchmark_label,source_summary_path,aggregation_mode,metric,baseline_variant,variant_name,paired_sample_count,seed_list,effect_direction,mean_delta,ci_low,ci_high,p_value,significant,alpha,commit_hash,generated_at
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,target_coverage_error,split_conformal,adaptive_conformal,5,"7,11,19,23,29",improvement,-0.067285,-0.202197,0.012598,0.625000,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,target_coverage_error,split_conformal,relational_adaptive,5,"7,11,19,23,29",improvement,-0.101587,-0.208179,-0.008985,0.125000,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,target_coverage_error,split_conformal,graph_corel,5,"7,11,19,23,29",improvement,-0.221949,-0.510352,-0.033301,0.062500,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,target_coverage_error,split_conformal,full_model,5,"7,11,19,23,29",improvement,-0.088892,-0.192914,-0.011841,0.062500,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,interval_width,split_conformal,adaptive_conformal,5,"7,11,19,23,29",improvement,5.825853,0.433279,12.107807,0.375000,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,interval_width,split_conformal,relational_adaptive,5,"7,11,19,23,29",improvement,7.511865,3.388110,11.635620,0.062500,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,interval_width,split_conformal,graph_corel,5,"7,11,19,23,29",improvement,12.811714,5.196482,22.621498,0.062500,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
large_joint,Joint Korea Large,C:\Programming Prctice\outputs\benchmark_joint_q1_large\summary.json,multi_seed_mean_with_percentile_bootstrap_ci,interval_width,split_conformal,full_model,5,"7,11,19,23,29",improvement,7.851900,2.990119,13.744573,0.062500,False,0.05,1a2a07695c53adf3fbb798818d9935e58e70517c,2026-03-17T11:28:40+00:00
